id,priority,requires_water,requires_electricity,requires_basic_resources,produces_electricity,produces_water,produces_data,produces_basic_resources,resources_water,resources_electricity,resources_data,resources_basic_resources,type_Hospital,type_Magazine,type_PowerPlant,type_WaterPlant,status_offline
WATER_006,2,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,13,0.0,0.0,False,False,False,True,False
WATER_007,2,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,28,0.0,0.0,False,False,False,True,False
WATER_008,2,0.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,39,0.0,0.0,False,False,False,True,False
WATER_009,2,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,36,0.0,0.0,False,False,False,True,False
WATER_010,2,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,True
WATER_011,2,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,27,0.0,0.0,False,False,False,True,False
WATER_012,2,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,21,0.0,0.0,False,False,False,True,False
WATER_013,2,0.0,6.0,0.0,0.0,19.0,0.0,0.0,0.0,1,0.0,0.0,False,False,False,True,False
WATER_014,2,0.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,6,0.0,0.0,False,False,False,True,False
WATER_015,2,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,5,0.0,0.0,False,False,False,True,False
WATER_016,2,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,35,0.0,0.0,False,False,False,True,False
WATER_017,2,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,27,0.0,0.0,False,False,False,True,False
WATER_018,2,0.0,10.0,0.0,0.0,21.0,0.0,0.0,0.0,11,0.0,0.0,False,False,False,True,False
WATER_019,2,0.0,7.0,0.0,0.0,25.0,0.0,0.0,0.0,31,0.0,0.0,False,False,False,True,False
WATER_020,2,0.0,9.0,0.0,0.0,23.0,0.0,0.0,0.0,4,0.0,0.0,False,False,False,True,False
WATER_021,2,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,24,0.0,0.0,False,False,False,True,False
WATER_022,2,0.0,8.0,0.0,0.0,19.0,0.0,0.0,0.0,31,0.0,0.0,False,False,False,True,False
WATER_023,2,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,36,0.0,0.0,False,False,False,True,False
WATER_024,2,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_025,2,0.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,1,0.0,0.0,False,False,False,True,False
WATER_026,2,0.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,27,0.0,0.0,False,False,False,True,False
WATER_027,2,0.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,32,0.0,0.0,False,False,False,True,False
WATER_028,2,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,19,0.0,0.0,False,False,False,True,False
WATER_029,2,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,25,0.0,0.0,False,False,False,True,False
WATER_030,2,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,23,0.0,0.0,False,False,False,True,False
DATA_001,1,4.0,12.0,0.0,0.0,0.0,36.0,0.0,6.0,11,0.0,0.0,False,False,False,False,False
DATA_002,1,1.0,8.0,0.0,0.0,0.0,33.0,0.0,2.0,10,0.0,0.0,False,False,False,False,False
DATA_003,1,4.0,9.0,0.0,0.0,0.0,45.0,0.0,4.0,9,0.0,0.0,False,False,False,False,False
DATA_004,1,1.0,12.0,0.0,0.0,0.0,48.0,0.0,9.0,6,0.0,0.0,False,False,False,False,False
DATA_005,1,5.0,10.0,0.0,0.0,0.0,45.0,0.0,2.0,7,0.0,0.0,False,False,False,False,False
DATA_006,1,1.0,9.0,0.0,0.0,0.0,54.0,0.0,7.0,12,0.0,0.0,False,False,False,False,False
DATA_007,1,3.0,9.0,0.0,0.0,0.0,51.0,0.0,9.0,9,0.0,0.0,False,False,False,False,False
DATA_008,1,2.0,11.0,0.0,0.0,0.0,37.0,0.0,4.0,12,0.0,0.0,False,False,False,False,False
DATA_009,1,1.0,10.0,0.0,0.0,0.0,29.0,0.0,2.0,8,0.0,0.0,False,False,False,False,False
DATA_010,1,1.0,8.0,0.0,0.0,0.0,54.0,0.0,2.0,7,0.0,0.0,False,False,False,False,False
DATA_011,1,1.0,11.0,0.0,0.0,0.0,23.0,0.0,3.0,7,0.0,0.0,False,False,False,False,False
DATA_012,1,4.0,11.0,0.0,0.0,0.0,24.0,0.0,9.0,9,0.0,0.0,False,False,False,False,False
DATA_013,1,6.0,12.0,0.0,0.0,0.0,57.0,0.0,1.0,9,0.0,0.0,False,False,False,False,False
DATA_014,1,5.0,9.0,0.0,0.0,0.0,47.0,0.0,10.0,11,0.0,0.0,False,False,False,False,False
DATA_015,1,0.0,8.0,0.0,0.0,0.0,25.0,0.0,8.0,10,0.0,0.0,False,False,False,False,False
DATA_016,1,1.0,10.0,0.0,0.0,0.0,26.0,0.0,2.0,7,0.0,0.0,False,False,False,False,False
DATA_017,1,3.0,11.0,0.0,0.0,0.0,55.0,0.0,9.0,5,0.0,0.0,False,False,False,False,False
DATA_018,1,5.0,12.0,0.0,0.0,0.0,52.0,0.0,1.0,5,0.0,0.0,False,False,False,False,False
MAG_001,2,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1,0.0,52.0,False,True,False,False,False
MAG_002,2,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,6,0.0,296.0,False,True,False,False,False
MAG_003,2,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0.0,171.0,False,True,False,False,False
MAG_004,2,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,1,0.0,134.0,False,True,False,False,False
MAG_005,2,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,5,0.0,105.0,False,True,False,False,False
MAG_006,2,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,10,0.0,239.0,False,True,False,False,False
MAG_007,2,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,5,0.0,189.0,False,True,False,False,False
MAG_008,2,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0,0.0,94.0,False,True,False,False,False
MAG_009,2,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0,0.0,216.0,False,True,False,False,False
MAG_010,2,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,2,0.0,155.0,False,True,False,False,False
MAG_011,2,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,8,0.0,201.0,False,True,False,False,False
MAG_012,2,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,2,0.0,181.0,False,True,False,False,False
MAG_013,2,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,1,0.0,151.0,False,True,False,False,False
MAG_014,2,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,1,0.0,265.0,False,True,False,False,True
MAG_015,2,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,3,0.0,262.0,False,True,False,False,False
MAG_016,2,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,1,0.0,66.0,False,True,False,False,False
MAG_017,2,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.0,150.0,False,True,False,False,False
MAG_018,2,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,2,0.0,270.0,False,True,False,False,False
MAG_019,2,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,7,0.0,144.0,False,True,False,False,False
MAG_020,2,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,7,0.0,194.0,False,True,False,False,True
MAG_021,2,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,5,0.0,148.0,False,True,False,False,False
MAG_022,2,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,1,0.0,91.0,False,True,False,False,False
HOSP_001,1,6.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7,0.0,23.0,True,False,False,False,False
HOSP_002,1,4.0,9.0,4.0,0.0,0.0,0.0,0.0,6.0,8,0.0,29.0,True,False,False,False,False
HOSP_003,1,8.0,6.0,9.0,0.0,0.0,0.0,0.0,10.0,8,0.0,46.0,True,False,False,False,False
HOSP_004,1,7.0,8.0,5.0,0.0,0.0,0.0,0.0,9.0,8,0.0,40.0,True,False,False,False,False
HOSP_005,1,4.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,6,0.0,66.0,True,False,False,False,False
HOSP_006,1,8.0,10.0,3.0,0.0,0.0,0.0,0.0,8.0,5,0.0,36.0,True,False,False,False,False
HOSP_007,1,3.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,7,0.0,49.0,True,False,False,False,False
HOSP_008,1,6.0,9.0,3.0,0.0,0.0,0.0,0.0,7.0,6,0.0,38.0,True,False,False,False,True
HOSP_009,1,4.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,9,0.0,37.0,True,False,False,False,False
HOSP_010,1,4.0,6.0,7.0,0.0,0.0,0.0,0.0,7.0,10,0.0,54.0,True,False,False,False,False
POWER_001,2,3.0,0.0,0.0,28.0,0.0,0.0,0.0,66.0,0,0.0,0.0,False,False,True,False,True
POWER_002,2,6.0,0.0,0.0,56.0,0.0,0.0,0.0,52.0,0,0.0,0.0,False,False,True,False,False
POWER_003,2,2.0,0.0,0.0,34.0,0.0,0.0,0.0,131.0,0,0.0,0.0,False,False,True,False,False
POWER_004,2,2.0,0.0,0.0,41.0,0.0,0.0,0.0,103.0,0,0.0,0.0,False,False,True,False,False
POWER_005,2,6.0,0.0,0.0,36.0,0.0,0.0,0.0,79.0,0,0.0,0.0,False,False,True,False,False
POWER_006,2,9.0,0.0,0.0,27.0,0.0,0.0,0.0,100.0,0,0.0,0.0,False,False,True,False,False
POWER_007,2,8.0,0.0,0.0,44.0,0.0,0.0,0.0,31.0,0,0.0,0.0,False,False,True,False,False
POWER_008,2,7.0,0.0,0.0,40.0,0.0,0.0,0.0,63.0,0,0.0,0.0,False,False,True,False,False
POWER_009,2,5.0,0.0,0.0,27.0,0.0,0.0,0.0,34.0,0,0.0,0.0,False,False,True,False,False
POWER_010,2,7.0,0.0,0.0,53.0,0.0,0.0,0.0,60.0,0,0.0,0.0,False,False,True,False,False
POWER_011,2,10.0,0.0,0.0,25.0,0.0,0.0,0.0,148.0,0,0.0,0.0,False,False,True,False,False
POWER_012,2,3.0,0.0,0.0,16.0,0.0,0.0,0.0,109.0,0,0.0,0.0,False,False,True,False,False
POWER_013,2,9.0,0.0,0.0,52.0,0.0,0.0,0.0,64.0,0,0.0,0.0,False,False,True,False,False
POWER_014,2,8.0,0.0,0.0,52.0,0.0,0.0,0.0,140.0,0,0.0,0.0,False,False,True,False,False
POWER_015,2,3.0,0.0,0.0,30.0,0.0,0.0,0.0,106.0,0,0.0,0.0,False,False,True,False,True
POWER_016,2,9.0,0.0,0.0,51.0,0.0,0.0,0.0,96.0,0,0.0,0.0,False,False,True,False,False
POWER_017,2,5.0,0.0,0.0,59.0,0.0,0.0,0.0,87.0,0,0.0,0.0,False,False,True,False,False
POWER_018,2,2.0,0.0,0.0,50.0,0.0,0.0,0.0,62.0,0,0.0,0.0,False,False,True,False,False
WATER_001,2,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,15,0.0,0.0,False,False,False,True,False
WATER_002,2,0.0,10.0,0.0,0.0,21.0,0.0,0.0,0.0,24,0.0,0.0,False,False,False,True,False
WATER_003,2,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,18,0.0,0.0,False,False,False,True,False
WATER_004,2,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,11,0.0,0.0,False,False,False,True,False
WATER_005,2,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,34,0.0,0.0,False,False,False,True,False
WATER_006,2,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,13,0.0,0.0,False,False,False,True,False
WATER_007,2,0.0,6.0,0.0,0.0,19.0,0.0,0.0,0.0,28,0.0,0.0,False,False,False,True,False
WATER_008,2,0.0,10.0,0.0,0.0,21.0,0.0,0.0,0.0,2,0.0,0.0,False,False,False,True,False
WATER_009,2,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,15,0.0,0.0,False,False,False,True,False
WATER_010,2,0.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,15,0.0,0.0,False,False,False,True,False
WATER_011,2,0.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,20,0.0,0.0,False,False,False,True,False
WATER_012,2,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,18,0.0,0.0,False,False,False,True,False
WATER_013,2,0.0,6.0,0.0,0.0,25.0,0.0,0.0,0.0,36,0.0,0.0,False,False,False,True,False
WATER_014,2,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,17,0.0,0.0,False,False,False,True,False
WATER_015,2,0.0,9.0,0.0,0.0,17.0,0.0,0.0,0.0,9,0.0,0.0,False,False,False,True,False
WATER_016,2,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,37,0.0,0.0,False,False,False,True,False
WATER_017,2,0.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,21,0.0,0.0,False,False,False,True,False
WATER_018,2,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,10,0.0,0.0,False,False,False,True,False
WATER_019,2,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,18,0.0,0.0,False,False,False,True,False
WATER_020,2,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,17,0.0,0.0,False,False,False,True,False
WATER_021,2,0.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,35,0.0,0.0,False,False,False,True,False
WATER_022,2,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,False
WATER_023,2,0.0,10.0,0.0,0.0,25.0,0.0,0.0,0.0,24,0.0,0.0,False,False,False,True,False
WATER_024,2,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,14,0.0,0.0,False,False,False,True,False
WATER_025,2,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,5,0.0,0.0,False,False,False,True,False
WATER_026,2,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,7,0.0,0.0,False,False,False,True,False
WATER_027,2,0.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,22,0.0,0.0,False,False,False,True,False
WATER_028,2,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,1,0.0,0.0,False,False,False,True,False
WATER_029,2,0.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,35,0.0,0.0,False,False,False,True,False
WATER_030,2,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,9,0.0,0.0,False,False,False,True,False
DATA_001,1,4.0,8.0,0.0,0.0,0.0,43.0,0.0,5.0,11,0.0,0.0,False,False,False,False,False
DATA_002,1,2.0,11.0,0.0,0.0,0.0,26.0,0.0,0.0,5,0.0,0.0,False,False,False,False,False
DATA_003,1,4.0,10.0,0.0,0.0,0.0,38.0,0.0,3.0,6,0.0,0.0,False,False,False,False,False
DATA_004,1,0.0,10.0,0.0,0.0,0.0,36.0,0.0,4.0,5,0.0,0.0,False,False,False,False,False
DATA_005,1,5.0,12.0,0.0,0.0,0.0,20.0,0.0,5.0,10,0.0,0.0,False,False,False,False,False
DATA_006,1,4.0,9.0,0.0,0.0,0.0,55.0,0.0,2.0,12,0.0,0.0,False,False,False,False,False
DATA_007,1,2.0,11.0,0.0,0.0,0.0,40.0,0.0,4.0,7,0.0,0.0,False,False,False,False,False
DATA_008,1,6.0,10.0,0.0,0.0,0.0,52.0,0.0,0.0,6,0.0,0.0,False,False,False,False,False
DATA_009,1,5.0,12.0,0.0,0.0,0.0,34.0,0.0,6.0,9,0.0,0.0,False,False,False,False,False
DATA_010,1,2.0,10.0,0.0,0.0,0.0,48.0,0.0,5.0,10,0.0,0.0,False,False,False,False,False
DATA_011,1,1.0,10.0,0.0,0.0,0.0,32.0,0.0,10.0,12,0.0,0.0,False,False,False,False,False
DATA_012,1,3.0,8.0,0.0,0.0,0.0,27.0,0.0,1.0,9,0.0,0.0,False,False,False,False,False
DATA_013,1,1.0,11.0,0.0,0.0,0.0,60.0,0.0,2.0,7,0.0,0.0,False,False,False,False,False
DATA_014,1,0.0,12.0,0.0,0.0,0.0,43.0,0.0,2.0,8,0.0,0.0,False,False,False,False,False
DATA_015,1,6.0,11.0,0.0,0.0,0.0,24.0,0.0,4.0,7,0.0,0.0,False,False,False,False,False
DATA_016,1,3.0,10.0,0.0,0.0,0.0,38.0,0.0,1.0,10,0.0,0.0,False,False,False,False,False
DATA_017,1,4.0,9.0,0.0,0.0,0.0,23.0,0.0,7.0,14,0.0,0.0,False,False,False,False,False
DATA_018,1,2.0,8.0,0.0,0.0,0.0,55.0,0.0,0.0,10,0.0,0.0,False,False,False,False,False
MAG_001,2,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,4,0.0,245.0,False,True,False,False,False
MAG_002,2,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,7,0.0,263.0,False,True,False,False,False
MAG_003,2,0.0,4.0,0.0,0.0,0.0,0.0,17.0,0.0,3,0.0,176.0,False,True,False,False,True
MAG_004,2,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,6,0.0,239.0,False,True,False,False,False
MAG_005,2,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,5,0.0,122.0,False,True,False,False,False
MAG_006,2,0.0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,6,0.0,112.0,False,True,False,False,False
MAG_007,2,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,7,0.0,190.0,False,True,False,False,False
MAG_008,2,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,0,0.0,238.0,False,True,False,False,False
MAG_009,2,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0,0.0,81.0,False,True,False,False,False
MAG_010,2,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,9,0.0,292.0,False,True,False,False,False
MAG_011,2,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,6,0.0,192.0,False,True,False,False,False
MAG_012,2,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0,0.0,265.0,False,True,False,False,False
MAG_013,2,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,8,0.0,114.0,False,True,False,False,False
MAG_014,2,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1,0.0,185.0,False,True,False,False,False
MAG_015,2,0.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,10,0.0,192.0,False,True,False,False,False
MAG_016,2,0.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0,5,0.0,68.0,False,True,False,False,False
MAG_017,2,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,2,0.0,93.0,False,True,False,False,False
MAG_018,2,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,10,0.0,78.0,False,True,False,False,True
MAG_019,2,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,3,0.0,127.0,False,True,False,False,False
MAG_020,2,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,9,0.0,151.0,False,True,False,False,False
MAG_021,2,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,1,0.0,255.0,False,True,False,False,False
MAG_022,2,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,8,0.0,217.0,False,True,False,False,False
HOSP_001,1,6.0,7.0,6.0,0.0,0.0,0.0,0.0,5.0,5,0.0,24.0,True,False,False,False,False
HOSP_002,1,8.0,12.0,8.0,0.0,0.0,0.0,0.0,8.0,6,0.0,41.0,True,False,False,False,False
HOSP_003,1,8.0,11.0,8.0,0.0,0.0,0.0,0.0,10.0,8,0.0,66.0,True,False,False,False,False
HOSP_004,1,8.0,8.0,7.0,0.0,0.0,0.0,0.0,5.0,9,0.0,47.0,True,False,False,False,False
HOSP_005,1,4.0,12.0,9.0,0.0,0.0,0.0,0.0,7.0,10,0.0,53.0,True,False,False,False,False
HOSP_006,1,4.0,6.0,7.0,0.0,0.0,0.0,0.0,10.0,9,0.0,74.0,True,False,False,False,False
HOSP_007,1,3.0,12.0,9.0,0.0,0.0,0.0,0.0,10.0,6,0.0,43.0,True,False,False,False,False
HOSP_008,1,3.0,8.0,4.0,0.0,0.0,0.0,0.0,8.0,10,0.0,38.0,True,False,False,False,False
HOSP_009,1,4.0,11.0,8.0,0.0,0.0,0.0,0.0,6.0,7,0.0,71.0,True,False,False,False,False
HOSP_010,1,5.0,11.0,3.0,0.0,0.0,0.0,0.0,7.0,8,0.0,75.0,True,False,False,False,False
POWER_001,2,4.0,0.0,0.0,52.0,0.0,0.0,0.0,71.0,0,0.0,0.0,False,False,True,False,False
POWER_002,2,3.0,0.0,0.0,22.0,0.0,0.0,0.0,33.0,0,0.0,0.0,False,False,True,False,False
POWER_003,2,10.0,0.0,0.0,25.0,0.0,0.0,0.0,150.0,0,0.0,0.0,False,False,True,False,False
POWER_004,2,10.0,0.0,0.0,37.0,0.0,0.0,0.0,35.0,0,0.0,0.0,False,False,True,False,False
POWER_005,2,5.0,0.0,0.0,54.0,0.0,0.0,0.0,38.0,0,0.0,0.0,False,False,True,False,False
POWER_006,2,9.0,0.0,0.0,40.0,0.0,0.0,0.0,67.0,0,0.0,0.0,False,False,True,False,False
POWER_007,2,4.0,0.0,0.0,29.0,0.0,0.0,0.0,95.0,0,0.0,0.0,False,False,True,False,False
POWER_008,2,8.0,0.0,0.0,57.0,0.0,0.0,0.0,134.0,0,0.0,0.0,False,False,True,False,False
POWER_009,2,6.0,0.0,0.0,31.0,0.0,0.0,0.0,150.0,0,0.0,0.0,False,False,True,False,False
POWER_010,2,4.0,0.0,0.0,58.0,0.0,0.0,0.0,34.0,0,0.0,0.0,False,False,True,False,False
POWER_011,2,3.0,0.0,0.0,35.0,0.0,0.0,0.0,51.0,0,0.0,0.0,False,False,True,False,False
POWER_012,2,8.0,0.0,0.0,47.0,0.0,0.0,0.0,114.0,0,0.0,0.0,False,False,True,False,False
POWER_013,2,10.0,0.0,0.0,18.0,0.0,0.0,0.0,119.0,0,0.0,0.0,False,False,True,False,False
POWER_014,2,3.0,0.0,0.0,55.0,0.0,0.0,0.0,71.0,0,0.0,0.0,False,False,True,False,False
POWER_015,2,5.0,0.0,0.0,43.0,0.0,0.0,0.0,81.0,0,0.0,0.0,False,False,True,False,False
POWER_016,2,10.0,0.0,0.0,52.0,0.0,0.0,0.0,134.0,0,0.0,0.0,False,False,True,False,False
POWER_017,2,4.0,0.0,0.0,36.0,0.0,0.0,0.0,41.0,0,0.0,0.0,False,False,True,False,False
POWER_018,2,9.0,0.0,0.0,50.0,0.0,0.0,0.0,114.0,0,0.0,0.0,False,False,True,False,False
WATER_001,2,0.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,False
WATER_002,2,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,8,0.0,0.0,False,False,False,True,False
WATER_003,2,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,30,0.0,0.0,False,False,False,True,False
WATER_004,2,0.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,37,0.0,0.0,False,False,False,True,False
WATER_005,2,0.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,33,0.0,0.0,False,False,False,True,False
WATER_006,2,0.0,9.0,0.0,0.0,24.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,False
WATER_007,2,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,31,0.0,0.0,False,False,False,True,False
WATER_008,2,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,21,0.0,0.0,False,False,False,True,False
WATER_009,2,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,40,0.0,0.0,False,False,False,True,False
WATER_010,2,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,3,0.0,0.0,False,False,False,True,False
WATER_011,2,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,12,0.0,0.0,False,False,False,True,False
WATER_012,2,0.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,13,0.0,0.0,False,False,False,True,False
WATER_013,2,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0,0.0,0.0,False,False,False,True,False
WATER_014,2,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,34,0.0,0.0,False,False,False,True,False
WATER_015,2,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,8,0.0,0.0,False,False,False,True,False
WATER_016,2,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,4,0.0,0.0,False,False,False,True,False
WATER_017,2,0.0,9.0,0.0,0.0,22.0,0.0,0.0,0.0,33,0.0,0.0,False,False,False,True,False
WATER_018,2,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,34,0.0,0.0,False,False,False,True,False
WATER_019,2,0.0,4.0,0.0,0.0,22.0,0.0,0.0,0.0,1,0.0,0.0,False,False,False,True,False
WATER_020,2,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,25,0.0,0.0,False,False,False,True,False
WATER_021,2,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,40,0.0,0.0,False,False,False,True,False
WATER_022,2,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,21,0.0,0.0,False,False,False,True,False
WATER_023,2,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,36,0.0,0.0,False,False,False,True,False
WATER_024,2,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,8,0.0,0.0,False,False,False,True,False
WATER_025,2,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,37,0.0,0.0,False,False,False,True,False
WATER_026,2,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,31,0.0,0.0,False,False,False,True,False
WATER_027,2,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,16,0.0,0.0,False,False,False,True,False
WATER_028,2,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,26,0.0,0.0,False,False,False,True,False
WATER_029,2,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,20,0.0,0.0,False,False,False,True,False
WATER_030,2,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,19,0.0,0.0,False,False,False,True,False
DATA_001,1,2.0,12.0,0.0,0.0,0.0,30.0,0.0,9.0,9,0.0,0.0,False,False,False,False,False
DATA_002,1,0.0,8.0,0.0,0.0,0.0,48.0,0.0,0.0,14,0.0,0.0,False,False,False,False,False
DATA_003,1,4.0,11.0,0.0,0.0,0.0,48.0,0.0,8.0,6,0.0,0.0,False,False,False,False,False
DATA_004,1,6.0,8.0,0.0,0.0,0.0,35.0,0.0,0.0,10,0.0,0.0,False,False,False,False,False
DATA_005,1,3.0,12.0,0.0,0.0,0.0,40.0,0.0,3.0,13,0.0,0.0,False,False,False,False,False
DATA_006,1,1.0,11.0,0.0,0.0,0.0,48.0,0.0,2.0,11,0.0,0.0,False,False,False,False,False
DATA_007,1,2.0,10.0,0.0,0.0,0.0,21.0,0.0,9.0,11,0.0,0.0,False,False,False,False,False
DATA_008,1,5.0,9.0,0.0,0.0,0.0,47.0,0.0,9.0,11,0.0,0.0,False,False,False,False,False
DATA_009,1,0.0,8.0,0.0,0.0,0.0,36.0,0.0,3.0,12,0.0,0.0,False,False,False,False,False
DATA_010,1,2.0,8.0,0.0,0.0,0.0,58.0,0.0,1.0,14,0.0,0.0,False,False,False,False,False
